targetId,comparatorId,outcomeIds,excludedCovariateConceptIds,includedCovariateConceptIds
1775640,1775641,1775642;1775643;1775644;1775645,1518254;1550557;4169297;21600600;21600651;21600652;21601919;21602100;21602104;21602143;21602144;21602159;21602163;21602182;21602196;21602202;21602281;21602282;21602283;21603633;21603940;21604015;21604016;21604104;21604606;21604678;21605212;21605227;21605228;21605229,
